day,reference_date,stop_id,stop,municipality,eligible_center,available_boarding_in_game,exclusion_reasons,scheduled_routes,departures,first_departure,last_departure,max_gap_minutes,latitude,longitude
sunday,2026-10-04,511,Vairo Blvd at The Pointe Inbound,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.810268,-77.890236
sunday,2026-10-04,508,Vairo Blvd at Tremont Inbound lower,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.815521,-77.884628
sunday,2026-10-04,509,Vairo Blvd at Tremont Inbound upper,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.81246,-77.88627
sunday,2026-10-04,504,Vairo Blvd opposite Vairo Village(Upper),Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.81627,-77.88796
sunday,2026-10-04,506,Vairo Blvd opposite Vairo Village(lower),Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.81588,-77.88646
sunday,2026-10-04,435,Valley Vista Dr at SC Collective Farmstead,Ferguson township,False,False,The full 400 m circle crosses the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.790771,-77.90773
sunday,2026-10-04,470,Valley Vista Drive at Lowes Center,Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.810817,-77.923776
sunday,2026-10-04,882,Villas at Happy Valley,College township,False,False,Stop is outside the game border.,CC,16,10:07,17:37,30,40.834051,-77.809978
sunday,2026-10-04,307,W College Ave at Bristol Ave Inbound,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.76634,-77.884325
sunday,2026-10-04,308,W College Ave at Bristol Ave Outbound,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.766435,-77.884675
sunday,2026-10-04,291,W College Ave at Buckhout St (Haus),Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.7869,-77.8714
sunday,2026-10-04,305,W College Ave at Chelsea Lane Inbound,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.76809,-77.88609
sunday,2026-10-04,306,W College Ave at Chelsea Lane Outbound,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.76831,-77.88657
sunday,2026-10-04,304,W College Ave at Holly Circle Inbound,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.770745,-77.887405
sunday,2026-10-04,538,W College Ave at Holly Circle Outbound,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.769975,-77.887415
sunday,2026-10-04,293,W College Ave at Hoy St,Ferguson township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.78462,-77.87416
sunday,2026-10-04,296,W College Ave near Centre Animal Hospita,Ferguson township,False,True,The full 400 m circle crosses the game border.,NV,16,10:03,17:33,30,40.78158,-77.87802
sunday,2026-10-04,212,W Whitehall Road at CATA,Ferguson township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.761013,-77.87622
sunday,2026-10-04,777,Waddle Rd at the Bryn,Patton township,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.8106895168,-77.8941471146
sunday,2026-10-04,163,Walmart - Inbound,College township,False,False,Stop is outside the game border.,CC,16,10:09,17:39,30,40.8324222055,-77.8059515423
sunday,2026-10-04,873,West Deck,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.7915728027,-77.8721259711
sunday,2026-10-04,6,West Park Ave at North Burrowes St,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.79845,-77.8711
sunday,2026-10-04,2001,Westerly Pkwy at Plaza Dr,State College borough,False,False,No scheduled boarding in this day's reference window.,,0,,,,40.7828788715,-77.854111069
sunday,2026-10-04,391,Windmere Dr at Wellington Dr,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.7874677239,-77.82171866
sunday,2026-10-04,935,Windmere Drive at Scenery Court,College township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.787733,-77.821953
sunday,2026-10-04,755,Woodledge Dr Inbound (To Campus),Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.82757,-77.88127
sunday,2026-10-04,756,Woodledge Dr Outbound (To Toftrees),Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.82764,-77.88104
sunday,2026-10-04,832,Woodledge Dr at Woodledge Circle,Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.831299,-77.882255
sunday,2026-10-04,833,Woodledge Dr opposite Woodledge Circle,Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.831383,-77.882178
sunday,2026-10-04,844,Woodledge Dr opposite Woodledge Circle,Patton township,False,False,Stop is outside the game border.; No scheduled boarding in this day's reference window.,,0,,,,40.831383,-77.882178
